USP Category,USP Class,Example Drugs,Pharmacotherapeutic Group (informational),Combination Drug Product
Antivirals,Anti-hepatitis C (HCV) Agents,Ribavirin ,,no
Antivirals,Anti-hepatitis C (HCV) Agents, ,,
Antivirals,Anti-hepatitis C (HCV) Agents,Sofosbuvir  ,,no
Antivirals,Anti-hepatitis C (HCV) Agents, ,,
Antivirals,Anti-hepatitis C (HCV) Agents,Dasabuvir/ Ombitasvir/ Paritaprevir/ Ritonavir ,,yes
Antivirals,Anti-hepatitis C (HCV) Agents,Elbasvir/ Grazoprevir ,,yes
Antivirals,Anti-hepatitis C (HCV) Agents,Glecaprevir/ Pibrentasvir ,,yes
Antivirals,Anti-hepatitis C (HCV) Agents,Ledipasvir/ Sofosbuvir ,,yes
Antivirals,Anti-hepatitis C (HCV) Agents,"Sofosbuvir/ Velpatasvir/ Voxilaprevir
 ",,yes
Antivirals,Anti-hepatitis C (HCV) Agents,Velpatasvir/ Sofosbuvir ,,yes
Antivirals,Antiherpetic Agents, ,,Class
Antivirals,Antiherpetic Agents,Acyclovir ,,no
Antivirals,Antiherpetic Agents,Famciclovir ,,no
Antivirals,Antiherpetic Agents,Foscarnet Sodium,,no
Antivirals,Antiherpetic Agents,Trifluridine ,,no
Antivirals,Antiherpetic Agents,Valacyclovir Hydrochloride,,no
Antivirals,"Anti-HIV Agents, Non-nucleoside Reverse Transcriptase Inhibitors (NNRTI)", ,,Class
Antivirals,"Anti-HIV Agents, Non-nucleoside Reverse Transcriptase Inhibitors (NNRTI)",Doravirine ,,no
Antivirals,"Anti-HIV Agents, Non-nucleoside Reverse Transcriptase Inhibitors (NNRTI)",Efavirenz ,,no
Antivirals,"Anti-HIV Agents, Non-nucleoside Reverse Transcriptase Inhibitors (NNRTI)",Etravirine ,,no
Antivirals,"Anti-HIV Agents, Non-nucleoside Reverse Transcriptase Inhibitors (NNRTI)",Nevirapine ,,no
Antivirals,"Anti-HIV Agents, Non-nucleoside Reverse Transcriptase Inhibitors (NNRTI)",Rilpivirine Hydrochloride,,no
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)", ,,Class
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)",Abacavir Sulfate,,no
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)",Didanosine ,,no
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)",Emtricitabine ,,no
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)",Lamivudine ,,no
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)",Stavudine ,,no
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)",Tenofovir Disoproxil Fumarate,,no
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)",Zidovudine ,,no
Antivirals,"Anti-HIV Agents, Protease Inhibitors (PI)", ,,Class
Antivirals,"Anti-HIV Agents, Protease Inhibitors (PI)",Atazanavir Sulfate,,no
Antivirals,"Anti-HIV Agents, Protease Inhibitors (PI)",Darunavir ,,no
Antivirals,"Anti-HIV Agents, Protease Inhibitors (PI)",Fosamprenavir Calcium,,no
Antivirals,"Anti-HIV Agents, Protease Inhibitors (PI)",Indinavir Sulfate,,no
Antivirals,"Anti-HIV Agents, Protease Inhibitors (PI)",Nelfinavir Mesylate,,no
Antivirals,"Anti-HIV Agents, Protease Inhibitors (PI)",Ritonavir ,,no
Antivirals,"Anti-HIV Agents, Protease Inhibitors (PI)",Saquinavir Mesylate,,no
Antivirals,"Anti-HIV Agents, Protease Inhibitors (PI)",Tipranavir ,,no
Antivirals,"Anti-HIV Agents, Integrase Inhibitors (INSTI) ", ,,Class
Antivirals,"Anti-HIV Agents, Integrase Inhibitors (INSTI) ",Dolutegravir  Sodium,,no
Antivirals,"Anti-HIV Agents, Integrase Inhibitors (INSTI) ",Raltegravir Potassium,,no
Antivirals,"Anti-HIV Agents, Other", ,,Class
Antivirals,"Anti-HIV Agents, Other",Fostemsavir,,no
Antivirals,"Anti-HIV Agents, Other",,,
Antivirals,"Anti-HIV Agents, Other",Ibalizumab ,,no
Antivirals,"Anti-HIV Agents, Other", ,,
Antivirals,"Anti-HIV Agents, Other",Cobicistat ,,no
Antivirals,"Anti-HIV Agents, Other",Enfuvirtide ,,no
Antivirals,"Anti-HIV Agents, Other",Maraviroc ,,no
Antivirals,Anti-HIV Combinations, ,,Class
Antivirals,Anti-HIV Combinations,Abacavir Sulfate/ Lamivudine ,,yes
Antivirals,Anti-HIV Combinations,Abacavir Sulfate/ Lamivudine/ Zidovudine ,,yes
Antivirals,Anti-HIV Combinations,Abacavir/ Dolutegravir/ Lamivudine ,,yes
Antivirals,Anti-HIV Combinations,Atazanavir/ Cobicistat ,,yes
Antivirals,Anti-HIV Combinations,Bictegravir/ Emtricitabine/ Tenofovir Alafenamide ,,yes
Antivirals,Anti-HIV Combinations,Darunavir/ Cobicistat ,,yes
Antivirals,Anti-HIV Combinations,Darunavir/ Cobicistat/ Emtricitabine/ Tenofovir Alafenamide Fumarate ,,yes
Antivirals,Anti-HIV Combinations,Dolutegravir/ Lamivudine ,,yes
Antivirals,Anti-HIV Combinations,Dolutegravir/ Rilpivirine ,,yes
Antivirals,Anti-HIV Combinations,Doravirine/ Lamivudine/ Tenofovir Disproxil Fumarate ,,yes
Antivirals,Anti-HIV Combinations,Efavirenz/ Emtricitabine/ Tenofovir Disoproxil Fumarate ,,yes
Antivirals,Anti-HIV Combinations,Efavirenz/ Lamivudine/ Tenofovir Disoproxil Fumarate ,,yes
Antivirals,Anti-HIV Combinations,Elvitegravir/ Cobicistat/ Emtricitabine/ Tenofovir Alafenamide Fumarate ,,yes
Antivirals,Anti-HIV Combinations,Elvitegravir/ Cobicistat/ Emtricitabine/ Tenofovir Disoproxil Fumarate ,,yes
Antivirals,Anti-HIV Combinations,Emtricitabine/ Rilpivirine / Tenofovir Disoproxil Fumarate  ,,yes
Antivirals,Anti-HIV Combinations,Emtricitabine/ Rilpivirine/ Tenofovir Alafenamide Fumarate ,,yes
Antivirals,Anti-HIV Combinations,Emtricitabine/ Tenofovir Alafenamide Fumarate ,,yes
Antivirals,Anti-HIV Combinations,Emtricitabine/ Tenofovir Disoproxil Fumarate  ,,yes
Antivirals,Anti-HIV Combinations,Lamivudine/ Tenofovir Disoproxil Fumarate ,,yes
Antivirals,Anti-HIV Combinations,Lamivudine/ Zidovudine ,,yes
Antivirals,Anti-HIV Combinations,Lopinavir/ Ritonavir ,,yes
Antivirals,Anti-influenza Agents, ,,Class
Antivirals,Anti-influenza Agents,Amantadine Hydrochloride,,no
Antivirals,Anti-influenza Agents,Baloxavir Marboxil ,,no
Antivirals,Anti-influenza Agents,Oseltamivir Phosphate,,no
Antivirals,Anti-influenza Agents,Peramivir ,,no
Antivirals,Anti-influenza Agents,Rimantadine Hydrochloride,,no
Antivirals,Anti-influenza Agents,Zanamivir ,,no
Anxiolytics,Anti-influenza Agents, ,,Cat
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/ Serotonin and Norepinephrine Reuptake Inhibitors), ,,Class
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/ Serotonin and Norepinephrine Reuptake Inhibitors),Duloxetine Hydrochloride,,no
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/ Serotonin and Norepinephrine Reuptake Inhibitors),Escitalopram Oxalate,,no
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/ Serotonin and Norepinephrine Reuptake Inhibitors),Paroxetine Hydrochloride,,no
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/ Serotonin and Norepinephrine Reuptake Inhibitors),Sertraline Hydrochloride,,no
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/ Serotonin and Norepinephrine Reuptake Inhibitors),Venlafaxine Hydrochloride,,no
Anxiolytics,Benzodiazepines , ,,Class
Anxiolytics,Benzodiazepines ,Alprazolam ,,no
Anxiolytics,Benzodiazepines ,Chlordiazepoxide ,,no
Anxiolytics,Benzodiazepines ,Clonazepam ,,no
Anxiolytics,Benzodiazepines ,Clorazepate Dipotassium,,no
Anxiolytics,Benzodiazepines ,Diazepam ,,no
Anxiolytics,Benzodiazepines ,Lorazepam ,,no
Anxiolytics,Benzodiazepines ,Oxazepam ,,no
Anxiolytics,"Anxiolytics, Other", ,,Class
Anxiolytics,"Anxiolytics, Other",Buspirone Hydrochloride,,no
Anxiolytics,"Anxiolytics, Other",Doxepin Hydrochloride,,no
Anxiolytics,"Anxiolytics, Other",Hydroxyzine Hydrochloride,,no
Anxiolytics,"Anxiolytics, Other",Hydroxyzine Pamoate,,no
Anxiolytics,"Anxiolytics, Other",Meprobamate ,,no
Bipolar Agents,, ,,Cat
Bipolar Agents,Mood Stabilizers, ,,Class
Bipolar Agents,Mood Stabilizers,Carbamazepine ,,no
Bipolar Agents,Mood Stabilizers,Divalproex Sodium,,no
Bipolar Agents,Mood Stabilizers,Lamotrigine ,,no
Bipolar Agents,Mood Stabilizers,Lithium Carbonate,,no
Bipolar Agents,Mood Stabilizers,Valproic Acid ,,no
Bipolar Agents,"Bipolar Agents, Other", ,,Class
Bipolar Agents,"Bipolar Agents, Other",Aripiprazole ,,no
Bipolar Agents,"Bipolar Agents, Other",Asenapine ,,no
Bipolar Agents,"Bipolar Agents, Other",,,
Bipolar Agents,"Bipolar Agents, Other",Lurasidone,,no
Bipolar Agents,"Bipolar Agents, Other",Olanzapine ,,no
Bipolar Agents,"Bipolar Agents, Other",Olanzapine Pamoate,,no
Bipolar Agents,"Bipolar Agents, Other",Quetiapine Fumarate,,no
Bipolar Agents,"Bipolar Agents, Other",Risperidone ,,no
Bipolar Agents,"Bipolar Agents, Other",Ziprasidone Hydrochloride,,no
Blood Glucose Regulators,, ,,Cat
Blood Glucose Regulators,Antidiabetic Agents, ,,Class
Blood Glucose Regulators,Antidiabetic Agents, ,Biguanides,PG
Blood Glucose Regulators,Antidiabetic Agents,Metformin Hydrochloride,,no
Blood Glucose Regulators,Antidiabetic Agents, ,Dipeptidyl Peptidase-4 (DPP-4) Inhibitor,PG
Blood Glucose Regulators,Antidiabetic Agents,Alogliptin  ,,no
Blood Glucose Regulators,Antidiabetic Agents,Linagliptin  ,,no
Blood Glucose Regulators,Antidiabetic Agents,Saxagliptin ,,no
Blood Glucose Regulators,Antidiabetic Agents,Sitagliptin Phosphate,,no
Blood Glucose Regulators,Antidiabetic Agents, ,GLP-1 Receptor Agonist,PG
Blood Glucose Regulators,Antidiabetic Agents,Albiglutide  ,,no
Blood Glucose Regulators,Antidiabetic Agents,Dulaglutide ,,no
Blood Glucose Regulators,Antidiabetic Agents,Exenatide ,,no
Blood Glucose Regulators,Antidiabetic Agents,Liraglutide ,,no
Blood Glucose Regulators,Antidiabetic Agents,Lixisenatide  ,,no
Blood Glucose Regulators,Antidiabetic Agents,Semaglutide ,,no
Blood Glucose Regulators,Antidiabetic Agents, ,Sodium-Glucose Co-Transporter 2 Inhbitor,PG
Blood Glucose Regulators,Antidiabetic Agents,Canagliflozin  ,,no
Blood Glucose Regulators,Antidiabetic Agents,Dapagliflozin  ,,no
Blood Glucose Regulators,Antidiabetic Agents,Ertugliflozin ,,no
Blood Glucose Regulators,Antidiabetic Agents,Empagliflozin ,,no
Blood Glucose Regulators,Antidiabetic Agents, ,Sulfonylureas,PG
Blood Glucose Regulators,Antidiabetic Agents,Glimepiride ,,no
Blood Glucose Regulators,Antidiabetic Agents,Glipizide ,,no
Blood Glucose Regulators,Antidiabetic Agents,Glyburide ,,no
Blood Glucose Regulators,Antidiabetic Agents,Tolbutamide ,,no
Blood Glucose Regulators,Antidiabetic Agents, ,Thiazolidinediones,PG
Blood Glucose Regulators,Antidiabetic Agents,Pioglitazone Hydrochloride,,no
Blood Glucose Regulators,Antidiabetic Agents,Rosiglitazone Maleate,,no
Blood Glucose Regulators,Antidiabetic Agents, ,"Glucose Control Agents, Other",PG
Blood Glucose Regulators,Antidiabetic Agents,Acarbose ,,no
Blood Glucose Regulators,Antidiabetic Agents,Miglitol ,,no
Blood Glucose Regulators,Antidiabetic Agents, ,,
Blood Glucose Regulators,Antidiabetic Agents,Nateglinide ,,no
Blood Glucose Regulators,Antidiabetic Agents,Repaglinide ,,no
Blood Glucose Regulators,Antidiabetic Agents,Pramlintide Acetate,,no
Blood Glucose Regulators,Antidiabetic Agents,Colesevelam Hydrochloride,,no
Blood Glucose Regulators,Antidiabetic Agents,Bromocriptine Mesylate,,no
Blood Glucose Regulators,Antidiabetic Combinations, ,,Class
Blood Glucose Regulators,Antidiabetic Combinations,Alogliptin Benzoate/ Pioglitazone Hydrochloride ,,yes
Blood Glucose Regulators,Antidiabetic Combinations,Alogliptin/ Metformin Hydrochloride ,,yes
Blood Glucose Regulators,Antidiabetic Combinations,Canagliflozin/ Metformin Hydrochloride ,,yes
Blood Glucose Regulators,Antidiabetic Combinations,Dapagliflozin/ Metformin Hydrochloride ,,yes
Blood Glucose Regulators,Antidiabetic Combinations,Dapagliflozin/ Saxagliptin ,,yes
Blood Glucose Regulators,Antidiabetic Combinations,Dapagliflozin/ Saxagliptin/ Metformin Hydrochloride ,,yes
Blood Glucose Regulators,Antidiabetic Combinations,Empagliflozin/ Linagliptin ,,yes
Blood Glucose Regulators,Antidiabetic Combinations,Empagliflozin/ Linagliptin/ Metformin Hydrochloride,,yes
Blood Glucose Regulators,Antidiabetic Combinations,Empagliflozin/ Metformin Hydrochloride ,,yes
Blood Glucose Regulators,Antidiabetic Combinations,Ertugliflozin/ Metformin Hydrochloride ,,yes
Blood Glucose Regulators,Antidiabetic Combinations,Ertugliflozin/ Sitagliptin ,,yes
Blood Glucose Regulators,Antidiabetic Combinations,Glipizide/ Metformin Hydrochloride ,,yes
Blood Glucose Regulators,Antidiabetic Combinations,Glyburide/ Metformin Hydrochloride ,,yes
Blood Glucose Regulators,Antidiabetic Combinations,Insulin Degludec/ Liraglutide ,,yes
Blood Glucose Regulators,Antidiabetic Combinations,Insulin Glargine/ Lixisenatide ,,yes
Blood Glucose Regulators,Antidiabetic Combinations,Linagliptin/ Metformin Hydrochloride ,,yes
Blood Glucose Regulators,Antidiabetic Combinations,Pioglitazone Hydrochloride/ Glimepiride ,,yes
Blood Glucose Regulators,Antidiabetic Combinations,Pioglitazone Hydrochloride/ Metformin Hydrochloride ,,yes
Blood Glucose Regulators,Antidiabetic Combinations,Repaglinide/ Metformin Hydrochloride ,,yes
Blood Glucose Regulators,Antidiabetic Combinations,Saxagliptin/ Metformin Hydrochloride ,,yes
Blood Glucose Regulators,Antidiabetic Combinations,Sitagliptin/ Metformin Hydrochloride ,,yes
Blood Glucose Regulators,Glycemic Agents, ,,Class
Blood Glucose Regulators,Glycemic Agents,Diazoxide ,,no
Blood Glucose Regulators,Glycemic Agents,Glucagon ,,no
Blood Glucose Regulators,Insulins, ,,Class
Blood Glucose Regulators,Insulins, ,"Insulin, Rapid-acting",PG
Blood Glucose Regulators,Insulins,Insulin Aspart ,,no
Blood Glucose Regulators,Insulins,Insulin Glulisine ,,no
Blood Glucose Regulators,Insulins,Insulin Lispro ,,no
Blood Glucose Regulators,Insulins, ,"Insulin, Short-acting",PG
Blood Glucose Regulators,Insulins,Insulin Human (Regular) ,,no
Blood Glucose Regulators,Insulins, ,"Insulin, Intermediate-acting",PG
Blood Glucose Regulators,Insulins,Isophane Insulin (Human) ,,no
Blood Glucose Regulators,Insulins, ,"Insulin, Long-acting",PG
Blood Glucose Regulators,Insulins,Insulin Degludec ,,no
Blood Glucose Regulators,Insulins,Insulin Detemir ,,no
Blood Glucose Regulators,Insulins,Insulin Glargine ,,no
Blood Glucose Regulators,Insulins, ,,
Blood Glucose Regulators,Insulins,Insulin Aspart/ Insulin Degludec ,,yes
Blood Glucose Regulators,Insulins,Insulin Aspart Rapid-acting/ Insulin Aspart Protamine ,,yes
Blood Glucose Regulators,Insulins,Insulin Lispro Rapid-acting/ Insulin Lispro Protamine ,,yes
Blood Glucose Regulators,Insulins,Insulin Human Regular/ Isophane Insulin ,,yes
Blood Products and Modifiers,Insulins, ,,Cat
Blood Products and Modifiers,Anticoagulants, ,,Class
Blood Products and Modifiers,Anticoagulants, ,Direct Thrombin Inhibitors,PG
Blood Products and Modifiers,Anticoagulants,Dabigatran Etexilate Mesylate,,no
Blood Products and Modifiers,Anticoagulants, ,"Factor Xa Inhibitors, direct",PG
Blood Products and Modifiers,Anticoagulants,Apixaban  ,,no
Blood Products and Modifiers,Anticoagulants,Betrixaban ,,no
Blood Products and Modifiers,Anticoagulants,Rivaroxaban  ,,no
Blood Products and Modifiers,Anticoagulants,Edoxaban Tosylate,,no
Blood Products and Modifiers,Anticoagulants, ,"Factor Xa Inhibitors, Indirect",PG
Blood Products and Modifiers,Anticoagulants,Fondaparinux Sodium,,no
Blood Products and Modifiers,Anticoagulants, ,Heparin/Heparinoids,PG
Blood Products and Modifiers,Anticoagulants,"Heparin, porcine ",,no
Blood Products and Modifiers,Anticoagulants, ,Low Molecular Weight Heparins,PG
Blood Products and Modifiers,Anticoagulants,Dalteparin Sodium,,no
Blood Products and Modifiers,Anticoagulants,Enoxaparin Sodium,,no
Blood Products and Modifiers,Anticoagulants, ,PAR-1 Antagonist,PG
Blood Products and Modifiers,Anticoagulants,Vorapaxar Sulfate,,no
Blood Products and Modifiers,Anticoagulants, ,Vitamin K Antagonist,PG
Blood Products and Modifiers,Anticoagulants,Warfarin Sodium,,no
Blood Products and Modifiers,Blood Component Deficiency/ Replacement , ,,Class
Blood Products and Modifiers,Blood Component Deficiency/ Replacement ,Antihemophilic factor (recombinant) pegylated ,,no
Blood Products and Modifiers,Blood Component Deficiency/ Replacement ,Antihemophilic factor (human) ,,no
Blood Products and Modifiers,Blood Component Deficiency/ Replacement ,"Antihemophilic factor (recombinant), fc fusion protein ",,no
Blood Products and Modifiers,Blood Component Deficiency/ Replacement ,Antihemophilic factor recombinant ,,no
Blood Products and Modifiers,Blood Component Deficiency/ Replacement ,"Antihemophilic factor, human recombinant ",,no
Blood Products and Modifiers,Blood Component Deficiency/ Replacement ,Antihemophilic factor/ Von Willebrand factor complex (human) ,,yes
Blood Products and Modifiers,Blood Component Deficiency/ Replacement ,"Antihemophlic factor recombinant, porcine sequence ",,no
Blood Products and Modifiers,Blood Component Deficiency/ Replacement ,Anti-inhibitor coagulant complex ,,no
Blood Products and Modifiers,Blood Component Deficiency/ Replacement ,Antithrombin III (human),,no
Blood Products and Modifiers,Blood Component Deficiency/ Replacement ,Antithrombin (recombinant),,no
Blood Products and Modifiers,Blood Component Deficiency/ Replacement ,Coagulation factor IX (human) ,,no
Blood Products and Modifiers,Blood Component Deficiency/ Replacement ,Coagulation factor IX recombinant ,,no
Blood Products and Modifiers,Blood Component Deficiency/ Replacement ,Coagulation factor IX recombinant human ,,no
Blood Products and Modifiers,Blood Component Deficiency/ Replacement ,"Coagulation factor IX recombinant, fc fusion protein ",,no
Blood Products and Modifiers,Blood Component Deficiency/ Replacement ,"Coagulation factor IX recombinant, glycopegylated ",,no
Blood Products and Modifiers,Blood Component Deficiency/ Replacement ,Coagulation factor VIIa (recombinant) ,,no
Blood Products and Modifiers,Blood Component Deficiency/ Replacement ,Coagulation factor X (human) ,,no
Blood Products and Modifiers,Blood Component Deficiency/ Replacement ,Coagulation factor XIII a-subunit (recombinant) ,,no
Blood Products and Modifiers,Blood Component Deficiency/ Replacement ,Desmopressin  ,,no
Blood Products and Modifiers,Blood Component Deficiency/ Replacement ,Emicizumab-kxwh  ,,no
Blood Products and Modifiers,Blood Component Deficiency/ Replacement ,Factor IX complex ,,no
Blood Products and Modifiers,Blood Component Deficiency/ Replacement ,Factor XIII concentrate (human) ,,no
Blood Products and Modifiers,Blood Component Deficiency/ Replacement ,Fibrinogen concentrate (human) ,,no
Blood Products and Modifiers,Blood Component Deficiency/ Replacement ,Protein C concentrate (human),,no
Blood Products and Modifiers,Blood Component Deficiency/ Replacement ,Von willebrand factor (recombinant) ,,no
Blood Products and Modifiers,Hemostasis Agents, ,,Class
Blood Products and Modifiers,Hemostasis Agents, ,Protease Inhibitors,PG
Blood Products and Modifiers,Hemostasis Agents,Tranexamic Acid ,,no
Blood Products and Modifiers,Hemostasis Agents, ,,
Blood Products and Modifiers,Hemostasis Agents,6-Aminocaproic Acid ,,no
Blood Products and Modifiers,Platelet Modifying Agents, ,,Class
Blood Products and Modifiers,Platelet Modifying Agents, ,Adenosine Diphosphate P2Y12,PG
Blood Products and Modifiers,Platelet Modifying Agents,Clopidogrel Bisulfate,,no
Blood Products and Modifiers,Platelet Modifying Agents,Prasugrel Hydrochloride,,no
Blood Products and Modifiers,Platelet Modifying Agents,Ticlopidine Hydrochloride,,no
Blood Products and Modifiers,Platelet Modifying Agents,Ticagrelor  ,,no
Blood Products and Modifiers,Platelet Modifying Agents, ,"Platelet Modifying Agents, Other",PG
Blood Products and Modifiers,Platelet Modifying Agents,Aspirin ,,no
Blood Products and Modifiers,Platelet Modifying Agents,Avatrombopag ,,no
Blood Products and Modifiers,Platelet Modifying Agents,Caplacizumab ,,no
Blood Products and Modifiers,Platelet Modifying Agents,Cilostazol ,,no
Blood Products and Modifiers,Platelet Modifying Agents,Dipyridamole ,,no
Blood Products and Modifiers,Platelet Modifying Agents,Aspirin/ Dipyridamole ,,yes
Blood Products and Modifiers,Platelet Modifying Agents,Fostamatinib ,,no
Blood Products and Modifiers,"Blood Products and Modifiers, Other", ,,Class
Blood Products and Modifiers,"Blood Products and Modifiers, Other", ,Erythropoietins,PG
Blood Products and Modifiers,"Blood Products and Modifiers, Other",Darbepoetin Alfa ,,no
Blood Products and Modifiers,"Blood Products and Modifiers, Other",Epoetin Alfa ,,no
Blood Products and Modifiers,"Blood Products and Modifiers, Other",Methoxy polyethylene glycol-epoetin beta ,,no
Blood Products and Modifiers,"Blood Products and Modifiers, Other", ,"Blood Products and Modifiers, Other",PG
Blood Products and Modifiers,"Blood Products and Modifiers, Other",Anagrelide ,,no
Blood Products and Modifiers,"Blood Products and Modifiers, Other", ,,
Blood Products and Modifiers,"Blood Products and Modifiers, Other",Eltrombopag Olamine ,,no
Blood Products and Modifiers,"Blood Products and Modifiers, Other",Luspatercept,,no
Blood Products and Modifiers,"Blood Products and Modifiers, Other",Lusutrombopag ,,no
Blood Products and Modifiers,"Blood Products and Modifiers, Other",Romiplostim ,,no
Blood Products and Modifiers,"Blood Products and Modifiers, Other", ,,
Blood Products and Modifiers,"Blood Products and Modifiers, Other",Plerixafor ,,no
Cardiovascular Agents,, ,,Cat
Cardiovascular Agents,Alpha-adrenergic Agonists, ,,Class
Cardiovascular Agents,Alpha-adrenergic Agonists,Clonidine Hydrochloride,,no
Cardiovascular Agents,Alpha-adrenergic Agonists,Droxidopa  ,,no
Cardiovascular Agents,Alpha-adrenergic Agonists,Guanfacine Hydrochloride,,no
Cardiovascular Agents,Alpha-adrenergic Agonists,Methyldopa ,,no
Cardiovascular Agents,Alpha-adrenergic Agonists,Midodrine Hydrochloride,,no
Cardiovascular Agents,Alpha-adrenergic Blocking Agents, ,,Class
Cardiovascular Agents,Alpha-adrenergic Blocking Agents,Doxazosin Mesylate,,no
Cardiovascular Agents,Alpha-adrenergic Blocking Agents,Phenoxybenzamine Hydrochloride,,no
Cardiovascular Agents,Alpha-adrenergic Blocking Agents,Prazosin Hydrochloride,,no
Cardiovascular Agents,Alpha-adrenergic Blocking Agents,Terazosin Hydrochloride,,no
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors, ,,Class
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,Benazepril Hydrochloride,,no
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,Captopril ,,no
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,Enalapril Maleate,,no
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,Fosinopril Sodium,,no
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,Lisinopril ,,no
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,Moexipril Hydrochloride,,no
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,Perindopril Erbumine,,no
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,Quinapril Hydrochloride,,no
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,Ramipril ,,no
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,Trandolapril ,,no
Cardiovascular Agents,Angiotensin II Receptor Antagonists, ,,Class
Cardiovascular Agents,Angiotensin II Receptor Antagonists,Azilsartan  Medoxomil,,no
Cardiovascular Agents,Angiotensin II Receptor Antagonists,Candesartan Cilexetil,,no
Cardiovascular Agents,Angiotensin II Receptor Antagonists,Eprosartan Mesylate,,no
Cardiovascular Agents,Angiotensin II Receptor Antagonists,Irbesartan ,,no
Cardiovascular Agents,Angiotensin II Receptor Antagonists,Losartan Potassium,,no
Cardiovascular Agents,Angiotensin II Receptor Antagonists,Olmesartan Medoxomil,,no
Cardiovascular Agents,Angiotensin II Receptor Antagonists,Telmisartan ,,no
Cardiovascular Agents,Angiotensin II Receptor Antagonists,Valsartan ,,no
Cardiovascular Agents,Antiarrhythmics, ,,Class
Cardiovascular Agents,Antiarrhythmics, ,Vaughn Williams-Class I,PG
Cardiovascular Agents,Antiarrhythmics,Disopyramide Phosphate,,no
Cardiovascular Agents,Antiarrhythmics,Flecainide Acetate,,no
Cardiovascular Agents,Antiarrhythmics,Mexiletine Hydrochloride,,no
Cardiovascular Agents,Antiarrhythmics,Propafenone Hydrochloride,,no
Cardiovascular Agents,Antiarrhythmics,Quinidine Sulfate,,no
Cardiovascular Agents,Antiarrhythmics, ,Vaughn Williams-Class II,PG
Cardiovascular Agents,Antiarrhythmics,Acebutolol Hydrochloride,,no
Cardiovascular Agents,Antiarrhythmics,Propranolol Hydrochloride,,no
Cardiovascular Agents,Antiarrhythmics, ,Vaughn Williams-Class III,PG
Cardiovascular Agents,Antiarrhythmics,Amiodarone Hydrochloride,,no
Cardiovascular Agents,Antiarrhythmics,Dofetilide ,,no
Cardiovascular Agents,Antiarrhythmics,Dronedarone ,,no
Cardiovascular Agents,Antiarrhythmics,Sotalol Hydrochloride,,no
Cardiovascular Agents,Antiarrhythmics, ,Vaughn Williams-Class IV,PG
Cardiovascular Agents,Antiarrhythmics,Diltiazem ,,no
Cardiovascular Agents,Antiarrhythmics,Verapamil ,,no
Cardiovascular Agents,Antiarrhythmics, ,Vaughn Williams-Class V,PG
Cardiovascular Agents,Antiarrhythmics,Digoxin ,,no
Cardiovascular Agents,Beta-adrenergic Blocking Agents, ,,Class
Cardiovascular Agents,Beta-adrenergic Blocking Agents, ,Beta-1 Selective,PG
Cardiovascular Agents,Beta-adrenergic Blocking Agents,Atenolol ,,no
Cardiovascular Agents,Beta-adrenergic Blocking Agents,Betaxolol  Hydrochloride,,no
Cardiovascular Agents,Beta-adrenergic Blocking Agents,Bisoprolol  Fumarate,,no
Cardiovascular Agents,Beta-adrenergic Blocking Agents,Metoprolol  Succinate,,no
Cardiovascular Agents,Beta-adrenergic Blocking Agents,Metoprolol  Tartrate,,no
Cardiovascular Agents,Beta-adrenergic Blocking Agents,Nebivolol  Hydrochloride,,no
